AÑO,MES,AEROLINEA,IATA_BASE,TIPO_DE_VUELO,FLOTA,Ejecución
2023,Febrero,AMERICAN AIRLINES,PEI,Transito,A319,24
2023,Marzo,AMERICAN AIRLINES,PEI,Transito,A319,27
2023,Abril,AMERICAN AIRLINES,PEI,Transito,A319,28
2023,Mayo,AMERICAN AIRLINES,PEI,Transito,A319,31
2023,Enero,MOONFLIGHT,PEI,Transito,JETSTREAM 32,1
2023,Marzo,MOONFLIGHT,PEI,Transito,JETSTREAM 32,1
2023,Enero,EASYFLY,PPN,Transito,AT42,12
2023,Febrero,EASYFLY,PPN,Transito,AT42,11
2023,Enero,EASYFLY,PPN,Transito,AT76,55
2023,Febrero,EASYFLY,PPN,Transito,AT76,40
2023,Marzo,EASYFLY,PPN,Transito,AT76,6
2023,Enero,AVIANCA,PSO,Base,A320,1
2023,Marzo,AVIANCA,PSO,Regreso,A320,0
2023,Enero,AVIANCA,PSO,Transito,A319,2
2023,Febrero,AVIANCA,PSO,Transito,A319,8
2023,Abril,AVIANCA,PSO,Transito,A319,13
2023,Enero,AVIANCA,PSO,Transito,A320,158
2023,Febrero,AVIANCA,PSO,Transito,A320,131
2023,Marzo,AVIANCA,PSO,Transito,A320,149
2023,Abril,AVIANCA,PSO,Transito,A320,129
